id,class
10654,7
10656,6
10657,6
10659,6
10660,6
10661,6
10662,7
10663,7
10665,7
10666,6
10668,3
10669,6
10670,7
10671,7
10672,7
10673,7
10675,7
10680,6
10682,7
10683,6
10685,6
10686,7
10687,7
10688,7
10690,7
10693,7
10695,7
10698,6
10701,6
10702,7
10703,7
10704,6
10705,1
10706,6
10707,7
10708,6
10709,7
10711,6
10712,7
10713,6
10714,7
10717,7
10719,7
10720,7
10721,6
10722,6
10723,7
10724,7
10725,6
10726,6
10727,7
10728,7
10731,7
10732,6
10735,7
10736,7
10737,6
10739,7
10740,6
10743,6
10744,4
10748,6
10749,7
10750,6
10751,7
10752,7
10754,7
10756,6
10757,6
10758,6
10759,7
10760,7
10761,6
10762,1
10765,7
10766,6
10771,7
10772,6
10774,6
10775,7
10776,7
10777,6
10778,6
10779,7
10780,4
10781,3
10785,6
10788,7
10789,7
10790,7
10791,6
10794,7
10796,7
10797,7
10801,4
10803,7
10804,6
10807,5
10809,7
10812,6
10814,7
10815,7
10817,6
10818,6
10819,7
10821,6
10824,7
10826,6
10829,7
10830,6
10832,7
10835,6
10836,6
10837,7
10838,7
10840,7
10842,7
10848,7
10850,7
10853,7
10854,6
10855,6
10858,6
10861,6
10863,6
10865,6
10868,7
10870,6
10871,6
10873,7
10876,3
10877,7
10879,6
10880,6
10882,6
10883,7
10884,6
10887,6
10891,6
10893,7
10894,3
10896,7
10897,3
10898,7
10903,7
10904,7
10907,7
10911,6
10913,4
10915,7
10918,6
10921,6
10925,7
10926,7
10927,6
10930,6
10931,6
10932,2
10933,4
10934,7
10935,4
10936,6
10937,6
10941,6
10943,6
10948,7
10949,6
10951,7
10955,6
10956,7
10957,3
10959,7
10961,6
10967,6
10969,6
10970,7
10975,6
10976,6
10977,6
10981,4
10982,6
10983,6
10984,6
10985,6
10986,6
10991,7
10993,6
10996,3
10997,6
11000,7
11001,6
11002,3
11006,5
11009,6
11012,7
11015,7
11016,6
11018,6
11021,3
11022,7
11023,6
11025,6
11026,1
11027,7
11028,4
11029,3
11032,6
11033,6
11035,6
11038,6
11039,7
11040,5
11044,6
11046,6
11050,7
11051,7
11052,6
11056,6
11057,7
11061,7
11064,7
11065,7
11066,7
11067,7
11068,6
11069,6
11070,7
11074,7
11075,7
11078,7
11080,7
11081,7
11083,6
11084,3
11085,6
11086,7
11087,7
11089,6
11091,6
11093,6
11095,5
11096,4
11097,6
11098,6
11099,6
11100,6
11102,7
11103,7
11104,6
11107,6
11111,7
11113,6
11115,7
11116,3
11120,7
11123,6
11125,7
11128,7
11129,6
11130,7
11135,7
11136,6
11137,7
11138,6
11141,7
11143,1
11144,6
11146,7
11147,7
11148,7
11149,6
11150,3
11151,6
11153,6
11154,6
11155,7
11160,3
11165,1
11166,6
11167,7
11169,3
11170,6
11171,6
11172,6
11175,7
11176,4
11179,6
11180,7
11181,7
11182,6
11186,6
11189,7
11191,6
11192,6
11193,6
11197,3
11199,6
11201,2
11203,5
11206,6
11209,6
11210,6
11211,7
11213,6
11215,7
11216,6
11217,7
11218,6
11219,6
11220,7
11221,3
11222,7
11225,7
11226,6
11228,7
11229,7
11230,7
11231,6
11232,5
11234,6
11236,7
11241,3
11242,6
11245,5
11251,1
11252,6
11253,6
11255,6
11256,5
11257,6
11259,7
11260,3
11261,6
11262,6
11265,7
11267,6
11268,5
11269,6
11270,6
11271,7
11275,6
11277,7
11278,3
11279,3
11283,7
11284,4
11286,7
11289,7
11292,6
11296,6
11297,6
11300,7
11301,7
11302,7
11303,3
11306,7
11308,5
11309,7
11310,7
11311,3
11312,7
11314,5
11316,7
11317,3
11319,7
11320,6
11325,7
11328,6
11330,7
11331,6
11333,3
11334,7
11335,7
11338,7
11339,6
11341,6
11344,7
11345,7
11347,6
11348,7
11354,6
11355,6
11356,6
11358,6
11359,6
11362,6
11363,7
11364,6
11366,7
11368,7
11369,6
11372,6
11377,6
11378,6
11379,7
11383,1
11388,6
11391,7
11392,7
11393,7
11396,1
11397,6
11398,7
11399,7
11403,7
11404,7
11405,7
11412,7
11414,6
11418,7
11419,7
11420,6
11421,7
11422,6
11424,6
11425,6
11426,5
11430,7
11431,6
11432,7
11433,6
11437,6
11440,7
11443,7
11444,6
11447,7
11450,7
11452,6
11453,6
11457,7
11458,3
11459,6
11460,6
11462,1
11464,3
11466,7
11475,7
11476,1
11478,6
11480,6
11481,7
11482,7
11485,7
11486,6
11488,6
11490,7
11492,6
11493,6
11495,6
11496,1
11498,5
11501,7
11502,6
11504,6
11508,7
11509,7
11512,3
11516,6
11517,7
11520,6
11522,6
11523,6
11525,6
11526,6
11527,7
11528,7
11532,1
11533,6
11534,6
11535,6
11536,6
11537,3
11541,7
11542,7
11543,7
11547,4
11548,7
11550,6
11551,7
11553,6
11554,7
11558,6
11560,6
11561,6
11566,5
11569,7
11570,5
11572,6
11576,6
11579,7
11580,7
11581,7
11584,7
11585,6
11586,6
11587,3
11589,3
11591,4
11594,7
11596,3
11597,6
11598,6
11600,7
11601,7
11602,4
11605,6
11608,7
11612,6
11615,7
11619,1
11622,6
11626,6
11628,6
11630,2
11631,7
11632,5
11634,7
11636,7
11637,6
11640,7
11641,6
11642,4
11648,7
11649,7
11651,6
11652,6
11654,7
11655,6
11656,6
11658,4
11659,6
11660,7
11661,7
11662,3
11663,6
11665,7
11666,6
11669,6
11670,6
11671,6
11672,6
11677,7
11682,6
11683,6
11684,7
11686,6
11688,6
11690,6
11691,6
11692,6
11693,6
11697,7
11699,6
11704,6
11705,4
11708,7
11710,7
11712,6
11714,4
11716,7
11718,6
11720,3
11723,3
11724,6
11725,7
11726,6
11727,4
11728,6
11733,7
11734,7
11735,7
11736,7
11737,6
11738,6
11740,6
11741,6
11743,6
11745,7
11746,7
11748,7
11750,6
11751,7
11752,6
11753,7
11756,5
11759,7
11760,6
11761,6
11762,7
11763,7
11767,7
11768,5
11769,7
11771,7
11772,6
11773,7
11776,7
11778,1
11779,7
11780,3
11781,7
11782,4
11783,6
11785,7
11786,7
11787,4
11792,6
11794,4
11796,6
11801,6
11802,6
11803,6
11804,4
11805,6
11806,7
11808,6
11809,6
11810,7
11811,7
11816,7
11818,6
11819,6
11825,7
11831,7
11833,7
11834,4
11836,6
11840,6
11842,7
11843,6
11845,6
11846,6
11847,6
11849,6
11850,6
11851,7
11852,7
11853,5
11858,7
11863,3
11864,6
11866,7
11867,6
11868,6
11869,3
11872,6
11874,3
11876,1
11877,5
11878,7
11879,7
11882,7
11883,6
11885,7
11886,5
11887,5
11889,6
11894,6
11896,6
11899,7
11901,6
11902,6
11903,4
11904,6
11906,7
11907,7
11908,7
11909,6
11916,7
11917,7
11919,6
11923,6
11924,7
11926,7
11928,7
11930,6
11933,5
11934,6
11935,6
11937,7
11938,5
11941,3
11944,7
11945,6
11946,5
11949,7
11950,6
11952,6
11955,6
11957,7
11958,6
11960,7
11962,3
11963,6
11966,6
11967,6
11968,7
11969,6
11972,6
11973,7
11974,6
11977,6
11978,6
11979,6
11984,6
11986,6
11987,7
11988,6
11990,7
11991,1
11992,6
11993,7
11994,6
11996,7
11998,7
11999,7
12001,7
12005,6
12006,6
12009,7
12010,7
12014,7
12015,6
12016,6
12017,7
12018,7
12019,3
12021,7
12023,4
12024,3
12025,6
12028,6
12029,4
12032,6
12033,7
12034,4
12036,6
12038,5
12040,7
12041,7
12042,6
12043,4
12044,6
12045,7
12052,6
12053,7
12054,7
12055,6
12056,6
12059,7
12063,3
12068,7
12072,6
12073,7
12075,6
12078,5
12079,7
12082,5
12083,7
12084,6
12089,6
12090,6
12094,7
12096,7
12099,6
12101,6
12102,6
12105,6
12107,6
12111,6
12112,7
12119,7
12121,6
12122,6
12125,7
12128,6
12132,4
12134,7
12135,6
12139,7
12140,7
12141,6
12142,7
12145,7
12148,7
12149,7
12153,7
12156,6
12157,7
12158,6
12160,6
12165,7
12167,7
12169,1
12171,7
12172,7
12176,6
12177,3
12179,7
12181,6
12182,6
12183,5
12184,6
12185,4
12186,6
12188,6
12191,7
12192,4
12193,6
12194,6
12195,6
12196,6
12197,7
12198,7
12202,7
12203,2
12205,7
12206,1
12209,7
12211,4
12212,6
12216,7
12218,6
12219,6
12220,7
12222,6
12223,7
12224,6
12227,7
12228,6
12229,6
12234,7
12236,6
12237,7
12240,6
12241,6
12248,4
12249,7
12250,7
12252,6
12254,7
12256,7
12257,6
12258,5
12259,7
12260,3
12263,5
12265,7
12269,6
12273,6
12276,6
12277,4
12279,7
12280,7
12281,7
12286,7
12287,6
12290,7
12291,7
12292,6
12293,3
12295,7
12296,7
12297,7
12299,7
12300,7
12301,3
12302,7
12305,6
12306,7
12307,6
12310,7
12311,3
12312,3
12313,7
12314,4
12316,7
12320,3
12322,7
12323,4
12324,6
12325,6
12326,6
12327,7
12328,6
12329,7
12331,5
12332,6
12337,6
12338,6
12339,4
12340,4
12341,7
12342,7
12343,7
12345,7
12347,7
12349,7
12355,6
12357,6
12359,6
12362,7
12366,7
12368,7
12372,6
12373,6
12374,4
12375,5
12376,7
12380,7
12382,7
12383,5
12387,6
12389,7
12390,7
12393,6
12394,6
12396,6
12398,6
12399,6
12401,6
12402,7
12403,6
12404,6
12405,5
12406,6
12407,6
12408,6
12410,7
12413,6
12414,7
12415,7
12420,6
12422,6
12423,7
12425,3
12426,1
12429,6
12432,6
12433,7
12434,6
12436,6
12439,6
12440,7
12442,3
12443,6
12444,6
12445,6
12446,7
12447,6
12449,3
12455,7
12456,7
12457,6
12458,7
12459,6
12461,7
12463,6
12468,7
12469,7
12470,4
12472,6
12473,5
12474,6
12478,7
12479,7
12480,6
12486,6
12488,7
12489,7
12490,7
12492,6
12493,6
12496,6
12498,6
12500,6
12501,6
12504,6
12508,7
12509,6
12511,7
12513,6
12517,6
12520,7
12521,7
12522,7
12523,6
12524,6
12527,6
12528,6
12530,7
12532,7
12534,6
12535,7
12536,6
12539,7
12543,6
12548,6
12551,6
12553,7
12554,6
12555,3
12557,6
12558,7
12563,6
12564,6
12568,6
12570,4
12571,6
12572,7
12573,1
12574,3
12575,6
12576,6
12577,6
12579,7
12581,6
12582,6
12583,6
12586,4
12589,7
12590,6
12593,6
12595,3
12596,7
12597,7
12598,7
12601,6
12602,1
12603,6
12604,6
12605,5
12611,1
12612,6
12613,7
12615,6
12617,7
12620,6
12621,7
12622,6
12623,3
12624,6
12625,6
12626,7
12629,5
12630,6
12635,7
12636,7
12638,7
12641,7
12642,7
12643,6
12644,6
12646,6
12650,4
12651,7
12652,7
12653,2
12654,7
12655,6
12656,7
12658,7
12662,7
12664,3
12668,6
12669,6
12672,6
12674,4
12677,7
12678,6
12679,6
12680,6
12682,7
12686,3
12689,5
12693,3
12695,7
12696,7
12702,6
12703,4
12704,6
12707,7
12708,7
12712,6
12713,7
12716,6
12717,7
12718,7
12719,5
12721,5
12724,3
12726,3
12727,6
12729,5
12730,6
12732,7
12733,7
12735,6
12739,6
12743,6
12745,6
12746,7
12748,6
12749,6
12750,6
12751,7
12752,6
12756,7
12758,6
12759,7
12760,6
12761,6
12764,6
12765,6
12766,6
12767,6
12769,7
12770,7
12771,6
12775,6
12776,6
12777,7
12778,7
12779,6
12780,7
12781,6
12784,7
12785,6
12786,7
12787,4
12796,7
12799,7
12802,7
12804,6
12805,1
12807,7
12809,6
12810,6
12811,6
12812,7
12813,6
12815,6
12818,7
12820,6
12821,7
12823,5
12824,6
12827,7
12830,7
12831,7
12832,3
12833,7
12838,6
12840,6
12842,6
12843,6
12844,7
12847,6
12849,6
12850,3
12851,7
12854,3
12856,1
12857,6
12863,6
12864,6
12866,6
12867,7
12868,6
12869,7
12877,7
12878,7
12882,7
12886,6
12887,7
12888,6
12889,6
12891,6
12893,7
12894,6
12899,7
12900,6
12902,7
12906,3
12909,6
12912,7
12914,6
12915,7
12916,6
12917,6
12918,6
12919,7
12922,7
12924,6
12925,6
12927,5
12928,7
12929,6
12930,6
12931,7
12933,7
12935,4
12937,6
12939,3
12940,7
12943,7
12944,6
12945,3
12946,7
12947,6
12948,6
12949,7
12950,6
12952,7
12953,6
12955,7
12958,7
12960,4
12966,7
12968,4
12970,6
12972,6
12973,7
12974,6
12975,6
12976,6
12977,3
12979,6
12981,7
12982,6
12984,6
12985,6
12986,6
12988,7
12991,3
12995,5
12997,6
12998,6
13000,7
13001,7
13003,3
13004,7
13005,6
13006,7
13007,6
13008,7
13009,5
13011,7
13012,7
13014,5
13015,7
13019,6
13020,5
13021,6
13022,6
13023,3
13024,6
13028,6
13029,7
13030,6
13032,6
13036,6
13038,6
13039,6
13041,6
13044,6
13047,7
13049,3
13050,3
13051,7
13054,6
13055,7
13056,7
13057,6
13059,6
13063,7
13065,6
13067,7
13072,6
13074,7
13078,7
13080,7
13083,7
13084,5
13085,6
13086,6
13090,7
13091,7
13092,6
13096,4
13099,6
13100,7
13102,7
13105,3
13106,6
13107,7
13110,5
13111,7
13112,7
13113,7
13115,6
13117,7
13120,6
13121,4
13122,6
13123,7
13124,7
13125,7
13127,7
13128,7
13131,6
13132,4
13135,6
13137,7
13142,7
13144,7
13145,7
13146,7
13147,3
13152,6
13154,6
13155,6
13157,7
13159,5
13163,7
13164,7
13165,6
13169,6
13172,6
13173,7
13175,7
13177,7
13178,6
13180,7
13181,6
13182,7
13189,6
13193,7
13197,6
13199,7
13204,7
13205,3
13206,7
13207,6
13208,6
13209,3
13211,7
13212,6
13213,6
13215,6
13217,6
13218,6
13219,6
13222,7
13223,6
13224,6
13225,6
13226,7
13227,6
13229,4
13231,7
13232,7
13233,6
13234,7
13236,4
13238,4
13239,3
13242,7
13243,4
13245,6
13246,7
13247,6
13248,6
13251,4
13252,6
13253,6
13254,6
13257,6
13263,3
13266,7
13267,7
13271,6
13272,6
13279,6
13281,7
13282,6
13283,6
13284,3
13286,7
13288,7
13289,7
13290,3
13292,4
13293,7
13300,1
13303,7
13304,6
13305,7
13308,6
13310,7
13311,7
13313,3
13315,6
13317,5
13319,7
13320,7
13321,7
13322,1
13326,6
13328,6
13330,4
13332,4
13333,6
13334,6
13335,6
13337,6
13339,1
13340,7
13341,6
13342,6
13344,2
13345,7
13347,6
13348,3
13349,7
13350,6
13351,6
13355,6
13358,6
13359,6
13360,7
13363,6
13364,7
13366,5
13367,4
13369,6
13370,6
13371,7
13372,7
13374,7
13375,7
13376,6
13377,6
13378,6
13381,7
13382,6
13383,7
13385,7
13386,6
13387,6
13388,5
13391,7
13396,7
13398,7
13399,7
13402,7
13404,6
13405,3
13406,3
13408,6
13409,6
13411,6
13412,7
13415,6
13416,6
13419,7
13420,6
13423,5
13424,3
13425,7
13428,6
13431,6
13434,6
13435,6
13436,6
13437,7
13438,7
13439,7
13440,6
13441,6
13442,4
13443,7
13448,6
13450,6
13453,6
13454,7
13456,3
13457,6
13460,1
13464,7
13468,7
13470,6
13472,7
13473,6
13474,5
13476,7
13481,6
13482,7
13483,7
13484,6
13485,1
13486,7
13489,7
13491,6
13492,7
13493,7
13495,3
13496,6
13498,6
13499,7
13500,2
13502,6
13504,6
13505,6
13508,5
13510,6
13512,6
13513,7
13515,6
13516,6
13517,6
13518,5
13519,7
13520,7
13521,6
13523,7
13525,7
13530,7
13531,7
13533,4
13535,6
13536,7
13537,6
13541,5
13542,7
13543,7
13544,6
13545,7
13547,6
13549,6
13551,6
13553,6
13556,6
13557,6
13558,6
13562,6
13563,3
13564,3
13569,6
13571,6
13572,6
13573,6
13575,6
13578,1
13580,7
13581,6
13583,3
13585,7
13587,3
13588,5
13589,6
13591,6
13592,7
13593,7
13594,6
13595,7
13599,6
13603,6
13605,7
13606,6
13608,7
13610,6
13612,2
13613,4
13615,6
13616,7
13618,6
13619,6
13620,7
13621,6
13623,3
13625,7
13626,7
13627,6
13630,6
13632,7
13634,7
13635,6
13637,6
13638,3
13640,6
13641,7
13642,4
13646,7
13647,6
13648,7
13650,4
13655,7
13658,6
13659,7
13660,7
13662,5
13663,6
13666,2
13667,6
13669,7
13670,7
13673,7
13674,6
13677,7
13680,6
13682,7
13683,7
13684,7
13686,5
13687,6
13688,6
13691,6
13692,7
13693,6
13694,7
13695,6
13698,3
13699,6
13700,7
13702,6
13705,7
13709,7
13714,6
13716,7
13721,4
13722,7
13724,7
13726,7
13727,6
13728,7
13731,7
13732,5
13735,6
13736,7
13738,7
13741,4
13744,6
13746,4
13747,6
13752,6
13753,7
13756,7
13758,7
13760,7
13761,7
13762,7
13763,5
13766,7
13770,6
13775,7
13776,7
13777,7
13778,5
13779,7
13780,7
13781,5
13782,7
13783,6
13785,7
13786,6
13789,7
13790,6
13794,6
13796,7
13797,6
13799,6
13801,6
13803,7
13804,6
13805,6
13810,7
13811,5
13812,7
13813,6
13817,6
13818,7
13820,6
13824,6
13825,7
13826,3
13828,6
13829,7
13834,7
13835,7
13838,7
13839,7
13841,7
13843,3
13844,7
13845,7
13849,6
13850,7
13853,7
13854,3
13857,7
13860,4
13862,7
13864,7
13867,3
13868,7
13869,6
13870,7
13872,6
13873,6
13874,7
13876,6
13878,6
13880,6
13881,7
13883,7
13884,6
13888,6
13890,1
13892,7
13894,7
13896,7
13897,6
13899,6
13900,7
13901,6
13902,7
13903,6
13905,7
13906,7
13908,7
13912,7
13913,7
13918,7
13920,7
13921,6
13922,3
13924,6
13925,7
13928,7
13929,6
13934,6
13935,6
13936,6
13938,4
13939,6
13943,6
13945,6
13947,6
13948,6
13951,6
13953,7
13954,3
13955,7
13958,3
13959,6
13963,6
13965,6
13966,6
13967,7
13968,7
13969,7
13970,6
13972,7
13973,7
13975,7
13976,7
13977,6
13978,7
13982,1
13984,7
13985,7
13986,4
13987,6
13990,6
13991,6
13992,6
13997,6
13999,4
14001,6
14002,6
14013,7
14014,7
14015,6
14016,7
14018,7
14020,7
14021,6
14022,6
14024,3
14025,7
14027,7
14032,7
14033,3
14034,6
14039,7
14041,6
14043,6
14044,3
14045,3
14047,6
14048,6
14049,7
14051,7
14052,2
14054,6
14056,6
14062,6
14063,7
14065,7
14066,7
14069,4
14072,7
14074,6
14075,5
14077,6
14080,7
14081,7
14084,6
14085,7
14086,7
14087,6
14090,6
14091,6
14092,7
14094,4
14095,7
14098,7
14100,3
14101,6
14104,6
14107,7
14108,6
14110,6
14113,6
14115,6
14116,6
14121,5
14123,3
14124,6
14126,7
14130,6
14132,6
14133,7
14134,7
14135,7
14140,6
14142,7
14143,6
14144,6
14146,6
14147,5
14148,7
14153,7
14154,6
14158,6
14159,6
14161,7
14164,7
14165,6
14166,6
14167,7
14168,7
14169,7
14170,7
14172,7
14173,7
14176,7
14178,6
14179,6
14180,6
14188,6
14192,6
14196,6
14197,6
14199,7
14200,6
14201,6
14205,6
14207,7
14212,3
14213,6
14214,6
14215,7
14218,6
14219,4
14223,7
14224,6
14226,6
14228,6
14231,6
14233,7
14234,5
14235,7
14236,6
14238,7
14241,4
14249,6
14250,6
14254,7
14255,1
14256,4
14257,3
14261,6
14263,6
14269,6
14272,7
14273,7
14276,6
14278,7
14280,6
14282,5
14286,7
14288,6
14289,7
14290,7
14292,4
14297,6
14300,7
14301,7
14303,6
14304,7
14305,7
14306,6
14313,7
14321,7
14322,7
14323,6
14325,6
14326,6
14327,7
14328,7
14330,6
14335,7
14336,6
14338,3
14339,6
14340,6
14343,7
14346,7
14347,7
14348,6
14349,6
14350,5
14352,6
14353,3
14356,6
14358,7
14360,7
14363,3
14368,6
14369,7
14370,6
14371,7
14372,6
14373,6
14374,7
14376,7
14377,6
14379,3
14380,7
14382,7
14383,6
14384,5
14385,7
14386,6
14387,7
14391,6
14392,3
14393,6
14394,7
14395,6
14396,5
14397,7
14399,3
14400,7
14401,7
14403,3
14404,7
14406,7
14408,6
14411,6
14412,7
14413,7
14414,7
14416,7
14417,7
14419,6
14420,6
14422,7
14423,6
14424,3
14427,6
14431,6
14433,7
14434,7
14435,3
14437,7
14438,7
14440,7
14441,7
14443,6
14444,6
14445,6
14446,6
14447,7
14448,6
14451,7
14452,7
14456,7
14457,7
14458,7
14459,7
14461,3
14462,7
14464,6
14465,7
14466,7
14468,6
14470,3
14472,7
14473,6
14474,6
14476,6
14477,7
14483,5
14485,7
14487,6
14489,7
14490,7
14491,7
14492,7
14493,7
14496,5
14499,7
14501,6
14502,7
14503,7
14504,6
14505,7
14506,6
14508,6
14514,6
14515,6
14516,6
14517,6
14518,3
14519,7
14520,6
14523,7
14525,7
14528,6
14529,4
14531,5
14533,5
14535,4
14537,7
14539,6
14541,7
14543,6
14544,6
14545,7
14546,6
14547,6
14548,6
14550,6
14554,6
14555,7
14556,5
14557,6
14558,7
14559,6
14561,3
14562,6
14564,5
14565,7
14566,6
14567,7
14570,7
14571,6
14572,7
14573,6
14576,6
14577,6
14578,6
14582,3
14584,5
14585,7
14588,7
14589,6
14592,6
14593,6
14595,5
14597,7
14598,7
14599,4
14600,6
14601,4
14606,7
14607,6
14611,6
14612,6
14613,3
14614,7
14616,6
14617,6
14622,3
14625,7
14628,6
14629,6
14630,7
14631,6
14632,6
14637,5
14638,7
14641,6
14644,6
14645,7
14646,6
14649,6
14651,6
14653,7
14656,7
14657,4
14664,6
14666,7
14671,7
14672,6
14673,7
14676,6
14677,6
14678,1
14680,3
14687,6
14688,5
14691,7
14692,6
14697,7
14704,7
14706,6
14707,7
14710,7
14711,7
14712,6
14714,7
14715,6
14716,6
14717,7
14721,6
14722,7
14724,6
14725,7
14726,6
14727,7
14731,7
14732,6
14733,7
14734,7
14736,6
14739,5
14740,6
14741,6
14742,4
14743,7
14744,3
14745,6
14749,7
14750,7
14752,6
14755,6
14757,6
14764,6
14766,6
14767,7
14771,5
14773,6
14774,7
14775,7
14777,4
14779,6
14780,7
14781,6
14783,6
14785,6
14787,4
14788,7
14790,6
14791,7
14792,6
14794,7
14797,7
14800,6
14802,6
14803,7
14804,6
14805,7
14806,6
14812,4
14813,6
14815,6
14816,7
14819,1
14822,6
14824,6
14825,1
14827,7
14828,6
14832,7
14833,6
14835,6
14836,6
14842,7
14843,6
14844,7
14845,5
14850,7
14851,7
14853,3
14854,3
14855,6
14857,5
14858,6
14859,1
14860,6
14863,1
14866,6
14867,7
14868,6
14869,6
14870,6
14871,7
14874,3
14876,6
14877,7
14878,6
14879,6
14882,7
14884,6
14885,7
14893,7
14894,6
14899,4
14903,7
14904,7
14905,7
14906,7
14911,6
14913,7
14914,6
14915,7
14916,6
14917,6
14920,7
14922,7
14924,7
14926,6
14928,6
14930,6
14932,7
14934,7
14936,7
14940,6
14942,3
14945,7
14946,7
14948,6
14949,7
14951,6
14956,6
14959,6
14962,4
14967,7
14968,6
14971,6
14973,6
14976,7
14978,6
14981,7
14982,6
14983,6
14986,7
14987,6
14988,7
14989,7
14990,7
14991,3
14992,6
14993,7
14996,7
14998,6
14999,7
15000,3
15002,7
15004,7
15006,6
15008,6
15010,5
15011,6
15012,7
15015,6
15016,7
15018,7
15019,7
15020,7
15023,6
15025,6
15026,6
15027,6
15028,6
15030,6
15033,7
15034,7
15035,7
15038,7
15039,7
15040,7
15041,7
15044,6
15045,6
15048,7
15049,6
15050,3
15051,7
15054,7
15055,6
15058,6
15059,7
15061,6
15062,3
15064,7
15065,7
15067,6
15072,6
15074,6
15079,6
15080,7
15081,6
15082,6
15083,3
15084,7
15086,7
15087,7
15088,7
15093,6
15094,3
15095,1
15096,3
15097,6
15098,7
15103,6
15106,3
15107,7
15109,3
15110,6
15111,7
15112,7
15113,6
15115,6
15116,6
15117,7
15118,7
15119,7
15120,6
15121,6
15127,7
15130,7
15131,6
15132,7
15135,6
15136,5
15137,7
15139,7
15140,6
15141,6
15142,7
15145,6
15147,7
15152,1
15154,6
15156,6
15157,7
15161,6
15162,6
15165,4
15166,6
15169,4
15170,7
15171,7
15174,6
15176,6
15180,7
15181,6
15182,6
15183,7
15184,7
15185,4
15187,6
15188,7
15189,6
15192,7
15194,6
15195,6
15196,6
15198,6
15199,6
15203,7
15204,7
15205,3
15207,7
15213,7
15214,6
15216,7
15222,6
15223,4
15226,7
15227,7
15228,6
15229,7
15231,7
15232,6
15233,7
15234,3
15235,6
15236,3
15238,6
15241,3
15242,6
15245,7
15247,6
15248,2
15250,6
15254,6
15256,7
15257,7
15258,7
15259,7
15260,6
15261,7
15263,7
15264,7
15266,7
15269,7
15271,6
15275,6
15277,6
15278,7
15279,3
15282,3
15283,7
15285,7
15286,7
15287,7
15288,6
15290,2
15291,6
15293,6
15294,7
15295,6
15296,6
15298,6
15301,6
