id,start,end,pos
10019,54972,55078,10
10019,55078,55254,0
10019,55254,55280,5
10019,55280,55295,0
10019,55295,58027,3
10019,58027,58054,0
10019,58054,58629,5
10019,58629,58884,0
10019,58884,59493,12
10019,59493,59577,0
10019,59577,61000,9
10019,61000,61028,0
10019,61028,63075,12
10019,63075,63343,0
10019,63343,67752,4
10021,31980,31997,9
10021,31997,32159,6
10021,32159,32197,9
10021,32197,32309,0
10021,32309,32653,2
10021,32653,32924,0
10021,32924,38171,1
10021,38171,38310,0
10021,38310,38409,10
10021,38409,38666,0
10021,38666,39202,2
10021,39202,39388,0
10021,39388,44689,1
10022,31760,31781,9
10022,31781,32219,6
10022,32219,32266,9
10022,32266,32316,6
10022,32316,32429,0
10022,32429,32685,2
10022,32685,32981,0
10022,32981,38017,1
10022,38017,38120,0
10022,38120,38549,10
10022,38549,39950,0
10022,39950,44524,1
10022,44524,44915,0
10022,44915,45649,4
10022,45649,45685,0
10022,45685,45985,10
10022,45985,46079,0
10022,46079,48469,8
10022,48469,48578,0
10022,48578,50571,2
10022,50571,50821,0
10022,50821,50841,5
10022,50841,50861,0
10022,50861,55709,3
10022,55709,55718,0
10022,55718,55743,5
10022,55743,55752,0
10022,55752,56089,10
10022,56089,56628,0
10022,56628,58876,8
10022,58876,58965,0
10022,58965,59247,10
10022,59247,59401,0
10022,59401,59410,5
10022,59410,59459,0
10022,59459,62209,3
10022,62209,62225,0
10022,62225,62233,5
10023,46810,46827,9
10023,46827,47039,6
10023,47039,47056,9
10023,47056,47081,6
10023,47081,47177,0
10023,47177,50204,2
10026,31350,31380,9
10026,31380,31569,6
10026,31569,31578,9
10026,31578,31625,6
10026,31625,31741,0
10026,31741,32434,2
10026,32434,32521,0
10026,32521,38389,1
10026,38389,38645,0
10026,38645,39115,10
10026,39115,39243,0
10026,39243,44684,1
10026,44684,44757,0
10026,44757,44766,14
10027,32250,32274,9
10027,32274,32529,6
10027,32529,32538,9
10027,32538,33164,0
10027,33164,35222,1
10027,35222,35254,0
10027,35254,35329,10
10027,35329,35358,0
10027,35358,38012,1
10027,38012,38270,0
10027,38270,38459,10
10027,38459,38557,0
10027,38557,39039,8
10027,39039,39642,0
10027,39642,44533,1
10027,44533,44945,0
10027,44945,46192,4
10027,46192,46227,0
10027,46227,46338,10
10027,46338,46432,0
10027,46432,49275,8
10027,49275,49373,0
10027,49373,49623,10
10027,49623,49796,0
10027,49796,49909,14
10027,49909,49933,0
10027,49933,50425,2
10027,50425,50542,0
10027,50542,56286,3
10027,56286,56298,0
10027,56298,56325,5
10027,56325,56341,0
10027,56341,56452,10
10027,56452,56468,0
10027,56468,56497,5
10027,56497,57502,0
10027,57502,59662,8
10027,59662,60046,0
10027,60046,61223,9
10027,61223,61255,0
10027,61255,61479,10
10027,61479,61489,0
10027,61489,61507,5
10027,61507,61515,0
10027,61515,62542,3
10027,62542,62554,0
10027,62554,62565,5
10032,48580,48603,9
10032,48603,48919,6
10032,48919,48943,9
10032,48943,50568,0
10032,50568,50581,5
10032,50581,50596,0
10032,50596,57008,3
10032,57008,57021,0
10032,57021,57056,5
10032,57056,57080,0
10032,57080,57149,10
10032,57149,57197,0
10032,57197,57210,5
10032,57210,59369,0
10032,59369,59400,5
10032,59400,59420,0
10032,59420,59439,5
10032,59439,59461,0
10032,59461,62393,9
10032,62393,62421,0
10032,62421,62499,10
10032,62499,62517,0
10032,62517,62546,5
10032,62546,62586,0
10032,62586,62594,6
10037,30940,30958,9
10037,30958,31179,6
10037,31179,31188,9
10037,31188,31227,6
10037,31227,31240,9
10037,31240,31287,6
10037,31287,32599,0
10037,32599,43284,7
10037,43284,43350,0
10037,43350,44270,4
10037,44270,44305,0
10037,44305,44409,10
10037,44409,44465,0
10037,44465,54094,7
10037,54094,54252,0
10037,54252,54685,9
10037,54685,54730,0
10037,54730,55024,10
10041,31180,31218,9
10041,31218,31609,6
10041,31609,32449,0
10041,32449,32464,5
10041,32464,32538,0
10041,32538,32545,5
10041,32545,32758,0
10041,32758,43290,7
10041,43290,43352,0
10041,43352,44160,4
10041,44160,44195,0
10041,44195,44471,10
10041,44471,44529,0
10041,44529,59452,7
10041,59452,59702,0
10041,59702,60499,9
10041,60499,60624,0
10041,60624,60949,10
10043,46510,46532,9
10043,46532,46939,6
10043,46939,46946,9
10043,46946,46967,6
10043,46967,47028,0
10043,47028,47609,5
10043,47609,47801,0
10043,47801,47849,10
10045,32000,32020,9
10045,32020,32249,6
10045,32249,32262,9
10045,32262,32311,6
10045,32311,32342,0
10045,32342,32421,5
10045,32421,32785,0
10045,32785,38183,1
10045,38183,38455,0
10045,38455,38697,10
10045,38697,38867,0
10045,38867,39342,2
10045,39342,39663,0
10045,39663,44677,1
10045,44677,45122,0
10045,45122,45833,4
10045,45833,45875,0
10045,45875,46004,10
10045,46004,46093,0
10045,46093,51429,8
10045,51429,51512,0
10045,51512,51729,10
10045,51729,51874,0
10045,51874,51889,5
10045,51889,51907,0
10045,51907,56093,3
10045,56093,56100,0
10045,56100,56115,5
10045,56115,56479,0
10045,56479,56893,5
10045,56893,56914,0
10045,56914,56969,10
10045,56969,56991,0
10045,56991,57034,5
10045,57034,57043,0
10045,57043,58384,3
10045,58384,58395,0
10045,58395,58418,5
10045,58418,58436,0
10045,58436,58549,10
10045,58549,58761,0
10045,58761,58777,14
10045,58777,60443,0
10045,60443,62535,2
10045,62535,62635,0
10046,32310,32339,9
10046,32339,32769,6
10046,32769,32778,9
10046,32778,32942,0
10046,32942,43258,7
10046,43258,43305,0
10046,43305,50180,4
10046,50180,50211,0
10046,50211,50757,10
10046,50757,50843,0
10046,50843,50921,8
10046,50921,50957,0
10046,50957,59399,7
10046,59399,59590,0
10046,59590,61864,9
10046,61864,62030,0
10046,62030,62429,10
10046,62429,62479,0
10046,62479,62493,14
10049,31580,31598,9
10049,31598,31641,6
10049,31641,31663,9
10049,31663,31999,6
10049,31999,32103,0
10049,32103,32462,2
10049,32462,32578,0
10049,32578,37858,1
10049,37858,37923,0
10049,37923,38035,10
10049,38035,38855,0
10049,38855,38865,14
10049,38865,39019,0
10049,39019,39104,8
10049,39104,39616,0
10049,39616,44582,1
10049,44582,44963,0
10049,44963,45708,4
10049,45708,45761,0
10049,45761,45849,10
10049,45849,45944,0
10049,45944,48572,8
10049,48572,48780,0
10049,48780,49079,10
10049,49079,49166,0
10049,49166,50603,2
10049,50603,50864,0
10049,50864,50882,5
10049,50882,50937,0
10049,50937,56199,3
10049,56199,56212,0
10049,56212,56232,5
10049,56232,56879,0
10049,56879,56979,10
10049,56979,57018,0
10049,57018,57030,5
10049,57030,57121,0
10049,57121,58430,5
10049,58430,58892,0
10049,58892,58901,5
10049,58901,59035,0
10049,59035,59691,8
10049,59691,60036,0
10049,60036,60045,5
10049,60045,60062,0
10049,60062,62541,3
10049,62541,62581,0
10049,62581,62593,5
10049,62593,62799,0
10049,62799,62868,10
10049,62868,63071,0
10050,45720,45735,9
10050,45735,46009,6
10050,46009,46025,9
10050,46025,46042,6
10050,46042,46098,0
10050,46098,46609,5
10050,46609,47289,0
10050,47289,47313,5
10050,47313,47324,0
10050,47324,47408,10
10051,32310,32340,9
10051,32340,32719,6
10051,32719,32740,9
10051,32740,33171,0
10051,33171,35155,1
10051,35155,35201,0
10051,35201,35309,10
10051,35309,35344,0
10051,35344,37929,1
10051,37929,38422,0
10051,38422,39081,2
10051,39081,39177,0
10051,39177,44809,1
10051,44809,45178,0
10051,45178,45633,4
10051,45633,45666,0
10051,45666,45809,10
10051,45809,45908,0
10051,45908,48868,8
10051,48868,48955,0
10051,48955,49152,10
10051,49152,49307,0
10051,49307,50681,2
10051,50681,50948,0
10051,50948,50965,5
10051,50965,50980,0
10051,50980,56819,3
10051,56819,57407,0
10051,57407,57437,5
10051,57437,58019,0
10051,58019,58032,5
10051,58032,58099,0
10051,58099,58239,10
10051,58239,58484,0
10051,58484,59399,8
10051,59399,59608,0
10051,59608,60229,9
10051,60229,60251,0
10051,60251,60268,5
10051,60268,60278,0
10051,60278,62489,3
10051,62489,62500,0
10051,62500,62511,5
10053,32450,32506,9
10053,32506,32989,6
10053,32989,33394,0
10053,33394,38127,1
10053,38127,38267,0
10053,38267,38830,10
10053,38830,39389,0
10053,39389,39403,5
10053,39403,39847,0
10053,39847,44593,1
10053,44593,45009,0
10053,45009,45542,4
10053,45542,45630,0
10053,45630,49673,8
10053,49673,49770,0
10053,49770,50445,10
10053,50445,50684,0
10053,50684,50698,5
10053,50698,50730,0
10053,50730,56279,3
10053,56279,56304,0
10053,56304,56312,5
10053,56312,56982,0
10053,56982,59593,8
10053,59593,59985,0
10053,59985,60708,9
10053,60708,60898,0
10053,60898,61528,10
10056,32210,32246,9
10056,32246,32629,6
10056,32629,32641,9
10056,32641,32696,6
10056,32696,33025,0
10056,33025,33041,14
10056,33041,33068,0
10056,33068,38283,1
10056,38283,38469,0
10056,38469,38759,10
10056,38759,39346,0
10056,39346,39353,5
10056,39353,39989,0
10056,39989,44822,1
10056,44822,45057,0
10056,45057,45337,10
10056,45337,45345,0
10056,45345,46119,5
10056,46119,46449,0
10056,46449,46471,5
10056,46471,46619,0
10056,46619,50482,8
10056,50482,50679,0
10056,50679,50693,5
10056,50693,50765,0
10056,50765,56288,3
10056,56288,56319,0
10056,56319,56348,5
10056,56348,56505,0
10056,56505,57209,10
10056,57209,57299,0
10056,57299,59870,8
10056,59870,60225,0
10056,60225,60233,5
10056,60233,60269,0
10056,60269,62589,3
10056,62589,62650,0
10056,62650,62680,5
10056,62680,62928,0
10056,62928,63027,10
10058,31890,31936,9
10058,31936,32179,6
10058,32179,32281,0
10058,32281,32390,10
10058,32390,32427,0
10058,32427,32496,5
10058,32496,33202,0
10058,33202,38160,1
10058,38160,38419,0
10058,38419,38431,5
10058,38431,38457,0
10058,38457,38729,10
10058,38729,38749,0
10058,38749,39049,5
10058,39049,39869,0
10058,39869,43430,1
10058,43430,43595,0
10058,43595,44898,4
10058,44898,44927,0
10058,44927,45189,10
10058,45189,45290,0
10058,45290,48738,8
10058,48738,48831,0
10058,48831,49139,10
10058,49139,49297,0
10058,49297,51725,2
10058,51725,51795,0
10058,51795,51809,5
10058,51809,51832,0
10058,51832,56915,3
10058,56915,56929,0
10058,56929,56952,5
10058,56952,56967,0
10058,56967,57289,10
10058,57289,58129,0
10058,58129,59790,8
10058,59790,60179,0
10058,60179,61570,9
10058,61570,61609,0
10058,61609,61789,10
10058,61789,61797,0
10058,61797,61813,5
10058,61813,62067,0
10058,62067,62085,5
10060,45390,45408,9
10060,45408,45709,6
10060,45709,45716,9
10060,45716,45734,6
10060,45734,46031,0
10060,46031,46046,14
10060,46046,46060,0
10060,46060,49966,2
10060,49966,50059,0
10068,46520,46536,9
10068,46536,46739,6
10068,46739,46775,0
10068,46775,48177,5
10068,48177,48257,0
10068,48257,50153,2
10077,32660,32692,9
10077,32692,32999,6
10077,32999,33008,9
10077,33008,33268,0
10077,33268,38000,1
10077,38000,38070,0
10077,38070,39115,2
10077,39115,39260,0
10077,39260,41877,1
10077,41877,41928,0
10077,41928,42377,10
10077,42377,42426,0
10077,42426,44125,1
10077,44125,44358,0
10077,44358,45215,4
10077,45215,45407,0
10077,45407,45790,10
10077,45790,45835,0
10077,45835,45845,5
10077,45845,46939,0
10077,46939,46948,5
10080,46750,46765,9
10080,46765,47019,6
10080,47019,47027,9
10080,47027,47052,6
10080,47052,47155,0
10080,47155,50133,2
10080,50133,50219,0
10080,50219,50269,10
10081,30780,30797,9
10081,30797,31269,6
10081,31269,31291,9
10081,31291,31334,6
10081,31334,31436,0
10081,31436,32704,2
10081,32704,33037,0
10081,33037,37916,1
10081,37916,37978,0
10081,37978,38039,2
10081,38039,38640,0
10081,38640,38657,14
10081,38657,38829,0
10081,38829,38959,10
10081,38959,39070,0
10081,39070,39222,8
10081,39222,39923,0
10081,39923,44641,1
10081,44641,44710,0
10081,44710,44726,14
10081,44726,45057,0
10081,45057,45689,4
10081,45689,45726,0
10081,45726,46139,10
10081,46139,46234,0
10081,46234,50544,8
10081,50544,50855,0
10081,50855,57170,3
10081,57170,57182,0
10081,57182,57206,5
10081,57206,58488,0
10081,58488,58569,10
10081,58569,58648,0
10081,58648,59804,8
10081,59804,60183,0
10081,60183,60880,9
10081,60880,60891,0
10081,60891,60909,5
10081,60909,60918,0
10081,60918,62652,3
10081,62652,62672,0
10081,62672,62698,5
10081,62698,62763,0
10081,62763,62886,10
10082,31600,31636,9
10082,31636,31859,6
10082,31859,31888,9
10082,31888,31935,6
10082,31935,32130,0
10082,32130,32209,10
10082,32209,32299,0
10082,32299,32685,2
10082,32685,32982,0
10082,32982,38045,1
10082,38045,38137,0
10082,38137,38199,10
10082,38199,39138,0
10082,39138,39179,5
10082,39179,39966,0
10082,39966,44589,1
10082,44589,44987,0
10082,44987,46419,4
10082,46419,46467,0
10082,46467,46549,10
10082,46549,46633,0
10082,46633,50143,8
10082,50143,50230,0
10082,50230,50419,10
10082,50419,50681,0
10082,50681,50694,5
10082,50694,50777,0
10082,50777,56256,3
10082,56256,56268,0
10082,56268,56772,5
10082,56772,57209,0
10082,57209,57220,5
10082,57220,57262,0
10082,57262,57329,10
10082,57329,57362,0
10082,57362,57405,5
10082,57405,57612,0
10082,57612,59594,8
10082,59594,59987,0
10082,59987,61376,9
10082,61376,61406,0
10082,61406,61469,10
10082,61469,61498,0
10082,61498,61515,5
10082,61515,61626,0
10082,61626,61894,8
10083,30740,30761,9
10083,30761,31059,6
10083,31059,31079,9
10083,31079,31124,6
10083,31124,31307,0
10083,31307,31359,10
10083,31359,31425,0
10083,31425,31440,14
10083,31440,31456,0
10083,31456,32658,2
10083,32658,32892,0
10083,32892,38059,1
10083,38059,38270,0
10083,38270,38389,10
10083,38389,38407,0
10083,38407,38424,5
10083,38424,39029,0
10083,39029,39061,5
10083,39061,39653,0
10083,39653,44221,1
10083,44221,44511,0
10083,44511,45551,4
10083,45551,45786,0
10083,45786,46012,10
10083,46012,46110,0
10083,46110,49140,2
10083,49140,49261,0
10083,49261,54045,8
10083,54045,54137,0
10083,54137,54287,10
10083,54287,54436,0
10083,54436,54443,5
10083,54443,54466,0
10083,54466,57133,3
10083,57133,57151,0
10083,57151,57689,5
10083,57689,58165,0
10083,58165,58327,10
10083,58327,58489,0
10083,58489,59567,2
10083,59567,59911,0
10083,59911,60842,9
10083,60842,60853,0
10083,60853,60869,5
10083,60869,60877,0
10083,60877,62429,3
10083,62429,62448,0
10083,62448,62458,5
10083,62458,62622,0
10083,62622,62699,10
10084,32420,32448,9
10084,32448,32759,6
10084,32759,32769,9
10084,32769,32818,6
10084,32818,33311,0
10084,33311,38034,1
10084,38034,38101,0
10084,38101,39162,2
10084,39162,39323,0
10084,39323,44827,1
10084,44827,45285,0
10084,45285,46188,4
10084,46188,46417,0
10084,46417,46959,10
10084,46959,47020,0
10084,47020,47889,5
10084,47889,47937,0
10084,47937,48448,10
10084,48448,48468,0
10084,48468,48490,5
10084,48490,48628,0
10084,48628,50489,8
10084,50489,50732,0
10084,50732,50763,5
10084,50763,50774,0
10084,50774,56265,3
10084,56265,56279,0
10084,56279,56300,5
10084,56300,56310,0
10084,56310,56671,10
10084,56671,56722,0
10084,56722,58489,3
10084,58489,58501,0
10084,58501,58527,5
10084,58527,58538,0
10084,58538,58879,10
10084,58879,58892,0
10084,58892,58914,5
10084,58914,58970,0
10084,58970,58990,5
10084,58990,59029,0
10084,59029,59047,5
10084,59047,59385,0
10084,59385,59906,8
10084,59906,60265,0
10084,60265,60276,5
10084,60276,60298,0
10084,60298,62619,3
10085,31310,31332,9
10085,31332,31539,6
10085,31539,31559,9
10085,31559,31605,6
10085,31605,31770,0
10085,31770,31937,10
10085,31937,32588,0
10085,32588,38062,1
10085,38062,38171,0
10085,38171,38281,10
10085,38281,38979,0
10085,38979,38998,5
10085,38998,39069,0
10085,39069,39092,5
10085,39092,39103,0
10085,39103,39111,5
10085,39111,40001,0
10085,40001,44829,1
10085,44829,45065,0
10085,45065,45209,10
10085,45209,45217,0
10085,45217,45639,5
10085,45639,45810,0
10085,45810,46126,4
10085,46126,46188,0
10085,46188,48555,8
10085,48555,48657,0
10085,48657,48681,5
10085,48681,50425,0
10085,50425,55721,3
10085,55721,55730,0
10085,55730,55747,5
10085,55747,55756,0
10085,55756,55819,10
10085,55819,56143,0
10085,56143,56158,5
10085,56158,56183,0
10085,56183,58350,3
10085,58350,58378,0
10085,58378,58401,5
10085,58401,58419,0
10085,58419,58589,10
10085,58589,58800,0
10085,58800,59459,8
10085,59459,59826,0
10085,59826,59841,5
10085,59841,59851,0
10085,59851,62413,3
10085,62413,62454,0
10085,62454,62463,5
10088,46900,46925,9
10088,46925,47229,6
10088,47229,47244,9
10088,47244,47265,6
10088,47265,47352,0
10088,47352,50112,2
10089,49140,49171,9
10089,49171,49469,6
10089,49469,50192,0
10089,50192,50858,5
10089,50858,50893,0
10089,50893,56444,3
10089,56444,56456,0
10089,56456,56482,5
10089,56482,56498,0
10089,56498,56569,10
10089,56569,56586,0
10089,56586,56824,5
10089,56824,56847,0
10089,56847,56989,10
10089,56989,57184,0
10089,57184,59662,8
10089,59662,60039,0
10089,60039,61620,9
10089,61620,61650,0
10089,61650,61749,10
10089,61749,61758,0
10089,61758,61787,5
10089,61787,61841,0
10089,61841,61849,6
10090,31140,31179,9
10090,31179,31389,6
10090,31389,31476,0
10090,31476,31569,10
10090,31569,31699,0
10090,31699,32664,2
10090,32664,32814,0
10090,32814,43304,7
10090,43304,43375,0
10090,43375,44430,4
10090,44430,44458,0
10090,44458,44779,10
10090,44779,44845,0
10090,44845,59399,7
10090,59399,59587,0
10090,59587,60691,9
10090,60691,60702,0
10090,60702,60709,5
10090,60709,60723,0
10090,60723,61389,10
10092,45440,45455,9
10092,45455,45629,6
10092,45629,45637,9
10092,45637,45658,6
10092,45658,45692,0
10092,45692,46879,5
10092,46879,47004,0
10092,47004,50662,2
10092,50662,50960,0
10092,50960,50982,5
10092,50982,50991,0
10092,50991,53779,3
10092,53779,53793,0
10092,53793,53800,5
10092,53800,53814,0
10092,53814,53886,10
10092,53886,53893,0
10092,53893,53907,5
10092,53907,53914,0
10092,53914,57040,3
10092,57040,57057,0
10092,57057,57086,5
10092,57086,57109,0
10092,57109,57323,10
10092,57323,57357,0
10092,57357,57378,5
10092,57378,57389,0
10092,57389,58524,3
10092,58524,59538,0
10092,59538,59546,5
10092,59546,59603,0
10092,59603,62454,3
10092,62454,62464,0
10092,62464,62483,5
10093,46370,46406,9
10093,46406,46649,6
10093,46649,46757,0
10093,46757,47142,5
10093,47142,47669,0
