area,time,second,num
分会场A,8:18:30,29910,0
分会场A,8:19:00,29940,0
分会场A,8:19:30,29970,0
分会场A,8:20:00,30000,0
分会场A,8:20:30,30030,0
分会场A,8:21:00,30060,0
分会场A,8:21:30,30090,0
分会场A,8:22:00,30120,0
分会场A,8:22:30,30150,0
分会场A,8:23:00,30180,0
分会场A,8:23:30,30210,0
分会场A,8:24:00,30240,0
分会场A,8:24:30,30270,0
分会场A,8:25:00,30300,0
分会场A,8:25:30,30330,0
分会场A,8:26:00,30360,0
分会场A,8:26:30,30390,0
分会场A,8:27:00,30420,0
分会场A,8:27:30,30450,0
分会场A,8:28:00,30480,0
分会场A,8:28:30,30510,0
分会场A,8:29:00,30540,0
分会场A,8:29:30,30570,0
分会场A,8:30:00,30600,0
分会场A,8:30:30,30630,0
分会场A,8:31:00,30660,0
分会场A,8:31:30,30690,0
分会场A,8:32:00,30720,0
分会场A,8:32:30,30750,0
分会场A,8:33:00,30780,0
分会场A,8:33:30,30810,0
分会场A,8:34:00,30840,0
分会场A,8:34:30,30870,0
分会场A,8:35:00,30900,0
分会场A,8:35:30,30930,0
分会场A,8:36:00,30960,0
分会场A,8:36:30,30990,0
分会场A,8:37:00,31020,0
分会场A,8:37:30,31050,0
分会场A,8:38:00,31080,0
分会场A,8:38:30,31110,0
分会场A,8:39:00,31140,0
分会场A,8:39:30,31170,0
分会场A,8:40:00,31200,0
分会场A,8:40:30,31230,0
分会场A,8:41:00,31260,0
分会场A,8:41:30,31290,0
分会场A,8:42:00,31320,0
分会场A,8:42:30,31350,0
分会场A,8:43:00,31380,0
分会场A,8:43:30,31410,0
分会场A,8:44:00,31440,0
分会场A,8:44:30,31470,0
分会场A,8:45:00,31500,0
分会场A,8:45:30,31530,0
分会场A,8:46:00,31560,0
分会场A,8:46:30,31590,0
分会场A,8:47:00,31620,0
分会场A,8:47:30,31650,0
分会场A,8:48:00,31680,0
分会场A,8:48:30,31710,0
分会场A,8:49:00,31740,0
分会场A,8:49:30,31770,0
分会场A,8:50:00,31800,0
分会场A,8:50:30,31830,0
分会场A,8:51:00,31860,0
分会场A,8:51:30,31890,0
分会场A,8:52:00,31920,0
分会场A,8:52:30,31950,0
分会场A,8:53:00,31980,0
分会场A,8:53:30,32010,0
分会场A,8:54:00,32040,0
分会场A,8:54:30,32070,0
分会场A,8:55:00,32100,0
分会场A,8:55:30,32130,0
分会场A,8:56:00,32160,0
分会场A,8:56:30,32190,0
分会场A,8:57:00,32220,0
分会场A,8:57:30,32250,0
分会场A,8:58:00,32280,0
分会场A,8:58:30,32310,0
分会场A,8:59:00,32340,0
分会场A,8:59:30,32370,0
分会场A,9:00:00,32400,0
分会场A,9:00:30,32430,0
分会场A,9:01:00,32460,0
分会场A,9:01:30,32490,0
分会场A,9:02:00,32520,0
分会场A,9:02:30,32550,0
分会场A,9:03:00,32580,0
分会场A,9:03:30,32610,0
分会场A,9:04:00,32640,0
分会场A,9:04:30,32670,0
分会场A,9:05:00,32700,0
分会场A,9:05:30,32730,0
分会场A,9:06:00,32760,0
分会场A,9:06:30,32790,0
分会场A,9:07:00,32820,0
分会场A,9:07:30,32850,0
分会场A,9:08:00,32880,0
分会场A,9:08:30,32910,0
分会场A,9:09:00,32940,0
分会场A,9:09:30,32970,0
分会场A,9:10:00,33000,0
分会场A,9:10:30,33030,0
分会场A,9:11:00,33060,0
分会场A,9:11:30,33090,0
分会场A,9:12:00,33120,0
分会场A,9:12:30,33150,0
分会场A,9:13:00,33180,0
分会场A,9:13:30,33210,0
分会场A,9:14:00,33240,0
分会场A,9:14:30,33270,0
分会场A,9:15:00,33300,0
分会场A,9:15:30,33330,0
分会场A,9:16:00,33360,0
分会场A,9:16:30,33390,0
分会场A,9:17:00,33420,0
分会场A,9:17:30,33450,0
分会场A,9:18:00,33480,0
分会场A,9:18:30,33510,0
分会场A,9:19:00,33540,0
分会场A,9:19:30,33570,0
分会场A,9:20:00,33600,0
分会场A,9:20:30,33630,0
分会场A,9:21:00,33660,0
分会场A,9:21:30,33690,0
分会场A,9:22:00,33720,0
分会场A,9:22:30,33750,0
分会场A,9:23:00,33780,0
分会场A,9:23:30,33810,0
分会场A,9:24:00,33840,0
分会场A,9:24:30,33870,0
分会场A,9:25:00,33900,0
分会场A,9:25:30,33930,0
分会场A,9:26:00,33960,0
分会场A,9:26:30,33990,0
分会场A,9:27:00,34020,0
分会场A,9:27:30,34050,0
分会场A,9:28:00,34080,0
分会场A,9:28:30,34110,0
分会场A,9:29:00,34140,0
分会场A,9:29:30,34170,0
分会场A,9:30:00,34200,0
分会场A,9:30:30,34230,0
分会场A,9:31:00,34260,0
分会场A,9:31:30,34290,0
分会场A,9:32:00,34320,0
分会场A,9:32:30,34350,0
分会场A,9:33:00,34380,0
分会场A,9:33:30,34410,0
分会场A,9:34:00,34440,0
分会场A,9:34:30,34470,0
分会场A,9:35:00,34500,0
分会场A,9:35:30,34530,0
分会场A,9:36:00,34560,0
分会场A,9:36:30,34590,0
分会场A,9:37:00,34620,0
分会场A,9:37:30,34650,0
分会场A,9:38:00,34680,0
分会场A,9:38:30,34710,0
分会场A,9:39:00,34740,0
分会场A,9:39:30,34770,0
分会场A,9:40:00,34800,0
分会场A,9:40:30,34830,0
分会场A,9:41:00,34860,0
分会场A,9:41:30,34890,0
分会场A,9:42:00,34920,0
分会场A,9:42:30,34950,0
分会场A,9:43:00,34980,0
分会场A,9:43:30,35010,0
分会场A,9:44:00,35040,0
分会场A,9:44:30,35070,0
分会场A,9:45:00,35100,0
分会场A,9:45:30,35130,0
分会场A,9:46:00,35160,0
分会场A,9:46:30,35190,0
分会场A,9:47:00,35220,0
分会场A,9:47:30,35250,0
分会场A,9:48:00,35280,0
分会场A,9:48:30,35310,0
分会场A,9:49:00,35340,0
分会场A,9:49:30,35370,0
分会场A,9:50:00,35400,0
分会场A,9:50:30,35430,0
分会场A,9:51:00,35460,0
分会场A,9:51:30,35490,0
分会场A,9:52:00,35520,0
分会场A,9:52:30,35550,0
分会场A,9:53:00,35580,0
分会场A,9:53:30,35610,0
分会场A,9:54:00,35640,0
分会场A,9:54:30,35670,0
分会场A,9:55:00,35700,0
分会场A,9:55:30,35730,0
分会场A,9:56:00,35760,0
分会场A,9:56:30,35790,0
分会场A,9:57:00,35820,0
分会场A,9:57:30,35850,0
分会场A,9:58:00,35880,0
分会场A,9:58:30,35910,0
分会场A,9:59:00,35940,0
分会场A,9:59:30,35970,0
分会场A,10:00:00,36000,0
分会场A,10:00:30,36030,0
分会场A,10:01:00,36060,0
分会场A,10:01:30,36090,0
分会场A,10:02:00,36120,0
分会场A,10:02:30,36150,0
分会场A,10:03:00,36180,0
分会场A,10:03:30,36210,0
分会场A,10:04:00,36240,0
分会场A,10:04:30,36270,0
分会场A,10:05:00,36300,0
分会场A,10:05:30,36330,0
分会场A,10:06:00,36360,0
分会场A,10:06:30,36390,0
分会场A,10:07:00,36420,0
分会场A,10:07:30,36450,0
分会场A,10:08:00,36480,0
分会场A,10:08:30,36510,0
分会场A,10:09:00,36540,0
分会场A,10:09:30,36570,0
分会场A,10:10:00,36600,0
分会场A,10:10:30,36630,0
分会场A,10:11:00,36660,0
分会场A,10:11:30,36690,0
分会场A,10:12:00,36720,0
分会场A,10:12:30,36750,0
分会场A,10:13:00,36780,0
分会场A,10:13:30,36810,0
分会场A,10:14:00,36840,0
分会场A,10:14:30,36870,0
分会场A,10:15:00,36900,0
分会场A,10:15:30,36930,0
分会场A,10:16:00,36960,0
分会场A,10:16:30,36990,0
分会场A,10:17:00,37020,0
分会场A,10:17:30,37050,0
分会场A,10:18:00,37080,0
分会场A,10:18:30,37110,0
分会场A,10:19:00,37140,0
分会场A,10:19:30,37170,0
分会场A,10:20:00,37200,0
分会场A,10:20:30,37230,0
分会场A,10:21:00,37260,0
分会场A,10:21:30,37290,0
分会场A,10:22:00,37320,0
分会场A,10:22:30,37350,0
分会场A,10:23:00,37380,0
分会场A,10:23:30,37410,0
分会场A,10:24:00,37440,0
分会场A,10:24:30,37470,0
分会场A,10:25:00,37500,0
分会场A,10:25:30,37530,0
分会场A,10:26:00,37560,0
分会场A,10:26:30,37590,0
分会场A,10:27:00,37620,0
分会场A,10:27:30,37650,0
分会场A,10:28:00,37680,0
分会场A,10:28:30,37710,0
分会场A,10:29:00,37740,0
分会场A,10:29:30,37770,0
分会场A,10:30:00,37800,0
分会场A,10:30:30,37830,0
分会场A,10:31:00,37860,0
分会场A,10:31:30,37890,0
分会场A,10:32:00,37920,0
分会场A,10:32:30,37950,0
分会场A,10:33:00,37980,0
分会场A,10:33:30,38010,0
分会场A,10:34:00,38040,0
分会场A,10:34:30,38070,0
分会场A,10:35:00,38100,0
分会场A,10:35:30,38130,0
分会场A,10:36:00,38160,0
分会场A,10:36:30,38190,0
分会场A,10:37:00,38220,0
分会场A,10:37:30,38250,0
分会场A,10:38:00,38280,0
分会场A,10:38:30,38310,0
分会场A,10:39:00,38340,0
分会场A,10:39:30,38370,0
分会场A,10:40:00,38400,0
分会场A,10:40:30,38430,0
分会场A,10:41:00,38460,0
分会场A,10:41:30,38490,0
分会场A,10:42:00,38520,0
分会场A,10:42:30,38550,0
分会场A,10:43:00,38580,0
分会场A,10:43:30,38610,0
分会场A,10:44:00,38640,0
分会场A,10:44:30,38670,0
分会场A,10:45:00,38700,0
分会场A,10:45:30,38730,0
分会场A,10:46:00,38760,0
分会场A,10:46:30,38790,0
分会场A,10:47:00,38820,0
分会场A,10:47:30,38850,0
分会场A,10:48:00,38880,0
分会场A,10:48:30,38910,0
分会场A,10:49:00,38940,0
分会场A,10:49:30,38970,0
分会场A,10:50:00,39000,0
分会场A,10:50:30,39030,0
分会场A,10:51:00,39060,0
分会场A,10:51:30,39090,0
分会场A,10:52:00,39120,0
分会场A,10:52:30,39150,0
分会场A,10:53:00,39180,0
分会场A,10:53:30,39210,0
分会场A,10:54:00,39240,0
分会场A,10:54:30,39270,0
分会场A,10:55:00,39300,0
分会场A,10:55:30,39330,0
分会场A,10:56:00,39360,0
分会场A,10:56:30,39390,0
分会场A,10:57:00,39420,0
分会场A,10:57:30,39450,0
分会场A,10:58:00,39480,0
分会场A,10:58:30,39510,0
分会场A,10:59:00,39540,0
分会场A,10:59:30,39570,0
分会场A,11:00:00,39600,0
分会场A,11:00:30,39630,0
分会场A,11:01:00,39660,0
分会场A,11:01:30,39690,0
分会场A,11:02:00,39720,0
分会场A,11:02:30,39750,0
分会场A,11:03:00,39780,0
分会场A,11:03:30,39810,0
分会场A,11:04:00,39840,0
分会场A,11:04:30,39870,0
分会场A,11:05:00,39900,0
分会场A,11:05:30,39930,0
分会场A,11:06:00,39960,0
分会场A,11:06:30,39990,0
分会场A,11:07:00,40020,0
分会场A,11:07:30,40050,0
分会场A,11:08:00,40080,0
分会场A,11:08:30,40110,0
分会场A,11:09:00,40140,0
分会场A,11:09:30,40170,0
分会场A,11:10:00,40200,0
分会场A,11:10:30,40230,0
分会场A,11:11:00,40260,0
分会场A,11:11:30,40290,0
分会场A,11:12:00,40320,0
分会场A,11:12:30,40350,0
分会场A,11:13:00,40380,0
分会场A,11:13:30,40410,0
分会场A,11:14:00,40440,0
分会场A,11:14:30,40470,0
分会场A,11:15:00,40500,0
分会场A,11:15:30,40530,0
分会场A,11:16:00,40560,0
分会场A,11:16:30,40590,0
分会场A,11:17:00,40620,0
分会场A,11:17:30,40650,0
分会场A,11:18:00,40680,0
分会场A,11:18:30,40710,0
分会场A,11:19:00,40740,0
分会场A,11:19:30,40770,0
分会场A,11:20:00,40800,0
分会场A,11:20:30,40830,0
分会场A,11:21:00,40860,0
分会场A,11:21:30,40890,0
分会场A,11:22:00,40920,0
分会场A,11:22:30,40950,0
分会场A,11:23:00,40980,0
分会场A,11:23:30,41010,0
分会场A,11:24:00,41040,0
分会场A,11:24:30,41070,0
分会场A,11:25:00,41100,0
分会场A,11:25:30,41130,0
分会场A,11:26:00,41160,0
分会场A,11:26:30,41190,0
分会场A,11:27:00,41220,0
分会场A,11:27:30,41250,0
分会场A,11:28:00,41280,0
分会场A,11:28:30,41310,0
分会场A,11:29:00,41340,0
分会场A,11:29:30,41370,0
分会场A,11:30:00,41400,0
分会场A,11:30:30,41430,0
分会场A,11:31:00,41460,0
分会场A,11:31:30,41490,0
分会场A,11:32:00,41520,0
分会场A,11:32:30,41550,0
分会场A,11:33:00,41580,0
分会场A,11:33:30,41610,0
分会场A,11:34:00,41640,0
分会场A,11:34:30,41670,0
分会场A,11:35:00,41700,0
分会场A,11:35:30,41730,0
分会场A,11:36:00,41760,0
分会场A,11:36:30,41790,0
分会场A,11:37:00,41820,0
分会场A,11:37:30,41850,0
分会场A,11:38:00,41880,0
分会场A,11:38:30,41910,0
分会场A,11:39:00,41940,0
分会场A,11:39:30,41970,0
分会场A,11:40:00,42000,0
分会场A,11:40:30,42030,0
分会场A,11:41:00,42060,0
分会场A,11:41:30,42090,0
分会场A,11:42:00,42120,0
分会场A,11:42:30,42150,0
分会场A,11:43:00,42180,0
分会场A,11:43:30,42210,0
分会场A,11:44:00,42240,0
分会场A,11:44:30,42270,0
分会场A,11:45:00,42300,0
分会场A,11:45:30,42330,0
分会场A,11:46:00,42360,0
分会场A,11:46:30,42390,0
分会场A,11:47:00,42420,0
分会场A,11:47:30,42450,0
分会场A,11:48:00,42480,0
分会场A,11:48:30,42510,0
分会场A,11:49:00,42540,0
分会场A,11:49:30,42570,0
分会场A,11:50:00,42600,0
分会场A,11:50:30,42630,0
分会场A,11:51:00,42660,0
分会场A,11:51:30,42690,0
分会场A,11:52:00,42720,0
分会场A,11:52:30,42750,0
分会场A,11:53:00,42780,0
分会场A,11:53:30,42810,0
分会场A,11:54:00,42840,0
分会场A,11:54:30,42870,0
分会场A,11:55:00,42900,0
分会场A,11:55:30,42930,0
分会场A,11:56:00,42960,0
分会场A,11:56:30,42990,0
分会场A,11:57:00,43020,0
分会场A,11:57:30,43050,0
分会场A,11:58:00,43080,0
分会场A,11:58:30,43110,0
分会场A,11:59:00,43140,0
分会场A,11:59:30,43170,0
分会场A,12:00:00,43200,0
分会场A,12:00:30,43230,0
分会场A,12:01:00,43260,0
分会场A,12:01:30,43290,0
分会场A,12:02:00,43320,0
分会场A,12:02:30,43350,0
分会场A,12:03:00,43380,0
分会场A,12:03:30,43410,0
分会场A,12:04:00,43440,0
分会场A,12:04:30,43470,0
分会场A,12:05:00,43500,0
分会场A,12:05:30,43530,0
分会场A,12:06:00,43560,0
分会场A,12:06:30,43590,0
分会场A,12:07:00,43620,0
分会场A,12:07:30,43650,0
分会场A,12:08:00,43680,0
分会场A,12:08:30,43710,0
分会场A,12:09:00,43740,0
分会场A,12:09:30,43770,0
分会场A,12:10:00,43800,0
分会场A,12:10:30,43830,0
分会场A,12:11:00,43860,0
分会场A,12:11:30,43890,0
分会场A,12:12:00,43920,0
分会场A,12:12:30,43950,0
分会场A,12:13:00,43980,0
分会场A,12:13:30,44010,0
分会场A,12:14:00,44040,0
分会场A,12:14:30,44070,0
分会场A,12:15:00,44100,0
分会场A,12:15:30,44130,0
分会场A,12:16:00,44160,0
分会场A,12:16:30,44190,0
分会场A,12:17:00,44220,0
分会场A,12:17:30,44250,0
分会场A,12:18:00,44280,0
分会场A,12:18:30,44310,0
分会场A,12:19:00,44340,0
分会场A,12:19:30,44370,0
分会场A,12:20:00,44400,0
分会场A,12:20:30,44430,0
分会场A,12:21:00,44460,0
分会场A,12:21:30,44490,0
分会场A,12:22:00,44520,0
分会场A,12:22:30,44550,0
分会场A,12:23:00,44580,0
分会场A,12:23:30,44610,0
分会场A,12:24:00,44640,0
分会场A,12:24:30,44670,0
分会场A,12:25:00,44700,0
分会场A,12:25:30,44730,0
分会场A,12:26:00,44760,0
分会场A,12:26:30,44790,0
分会场A,12:27:00,44820,0
分会场A,12:27:30,44850,0
分会场A,12:28:00,44880,0
分会场A,12:28:30,44910,0
分会场A,12:29:00,44940,0
分会场A,12:29:30,44970,0
分会场A,12:30:00,45000,0
分会场A,12:30:30,45030,0
分会场A,12:31:00,45060,0
分会场A,12:31:30,45090,0
分会场A,12:32:00,45120,0
分会场A,12:32:30,45150,0
分会场A,12:33:00,45180,0
分会场A,12:33:30,45210,0
分会场A,12:34:00,45240,0
分会场A,12:34:30,45270,0
分会场A,12:35:00,45300,0
分会场A,12:35:30,45330,0
分会场A,12:36:00,45360,0
分会场A,12:36:30,45390,0
分会场A,12:37:00,45420,0
分会场A,12:37:30,45450,0
分会场A,12:38:00,45480,0
分会场A,12:38:30,45510,0
分会场A,12:39:00,45540,0
分会场A,12:39:30,45570,0
分会场A,12:40:00,45600,0
分会场A,12:40:30,45630,0
分会场A,12:41:00,45660,0
分会场A,12:41:30,45690,0
分会场A,12:42:00,45720,0
分会场A,12:42:30,45750,0
分会场A,12:43:00,45780,0
分会场A,12:43:30,45810,0
分会场A,12:44:00,45840,0
分会场A,12:44:30,45870,0
分会场A,12:45:00,45900,0
分会场A,12:45:30,45930,0
分会场A,12:46:00,45960,0
分会场A,12:46:30,45990,0
分会场A,12:47:00,46020,0
分会场A,12:47:30,46050,0
分会场A,12:48:00,46080,0
分会场A,12:48:30,46110,0
分会场A,12:49:00,46140,0
分会场A,12:49:30,46170,0
分会场A,12:50:00,46200,0
分会场A,12:50:30,46230,0
分会场A,12:51:00,46260,0
分会场A,12:51:30,46290,0
分会场A,12:52:00,46320,0
分会场A,12:52:30,46350,0
分会场A,12:53:00,46380,0
分会场A,12:53:30,46410,0
分会场A,12:54:00,46440,0
分会场A,12:54:30,46470,0
分会场A,12:55:00,46500,0
分会场A,12:55:30,46530,0
分会场A,12:56:00,46560,0
分会场A,12:56:30,46590,0
分会场A,12:57:00,46620,0
分会场A,12:57:30,46650,0
分会场A,12:58:00,46680,0
分会场A,12:58:30,46710,0
分会场A,12:59:00,46740,0
分会场A,12:59:30,46770,0
分会场A,13:00:00,46800,0
分会场A,13:00:30,46830,0
分会场A,13:01:00,46860,0
分会场A,13:01:30,46890,0
分会场A,13:02:00,46920,0
分会场A,13:02:30,46950,0
分会场A,13:03:00,46980,0
分会场A,13:03:30,47010,0
分会场A,13:04:00,47040,0
分会场A,13:04:30,47070,0
分会场A,13:05:00,47100,0
分会场A,13:05:30,47130,0
分会场A,13:06:00,47160,0
分会场A,13:06:30,47190,0
分会场A,13:07:00,47220,0
分会场A,13:07:30,47250,0
分会场A,13:08:00,47280,0
分会场A,13:08:30,47310,0
分会场A,13:09:00,47340,0
分会场A,13:09:30,47370,0
分会场A,13:10:00,47400,0
分会场A,13:10:30,47430,0
分会场A,13:11:00,47460,0
分会场A,13:11:30,47490,0
分会场A,13:12:00,47520,0
分会场A,13:12:30,47550,0
分会场A,13:13:00,47580,0
分会场A,13:13:30,47610,0
分会场A,13:14:00,47640,0
分会场A,13:14:30,47670,0
分会场A,13:15:00,47700,0
分会场A,13:15:30,47730,0
分会场A,13:16:00,47760,0
分会场A,13:16:30,47790,0
分会场A,13:17:00,47820,0
分会场A,13:17:30,47850,0
分会场A,13:18:00,47880,0
分会场A,13:18:30,47910,0
分会场A,13:19:00,47940,0
分会场A,13:19:30,47970,0
分会场A,13:20:00,48000,0
分会场A,13:20:30,48030,0
分会场A,13:21:00,48060,0
分会场A,13:21:30,48090,0
分会场A,13:22:00,48120,0
分会场A,13:22:30,48150,0
分会场A,13:23:00,48180,0
分会场A,13:23:30,48210,0
分会场A,13:24:00,48240,0
分会场A,13:24:30,48270,0
分会场A,13:25:00,48300,0
分会场A,13:25:30,48330,0
分会场A,13:26:00,48360,0
分会场A,13:26:30,48390,0
分会场A,13:27:00,48420,0
分会场A,13:27:30,48450,0
分会场A,13:28:00,48480,0
分会场A,13:28:30,48510,0
分会场A,13:29:00,48540,0
分会场A,13:29:30,48570,0
分会场A,13:30:00,48600,0
分会场A,13:30:30,48630,0
分会场A,13:31:00,48660,0
分会场A,13:31:30,48690,0
分会场A,13:32:00,48720,0
分会场A,13:32:30,48750,0
分会场A,13:33:00,48780,0
分会场A,13:33:30,48810,0
分会场A,13:34:00,48840,0
分会场A,13:34:30,48870,0
分会场A,13:35:00,48900,0
分会场A,13:35:30,48930,0
分会场A,13:36:00,48960,0
分会场A,13:36:30,48990,0
分会场A,13:37:00,49020,0
分会场A,13:37:30,49050,0
分会场A,13:38:00,49080,0
分会场A,13:38:30,49110,0
分会场A,13:39:00,49140,0
分会场A,13:39:30,49170,0
分会场A,13:40:00,49200,0
分会场A,13:40:30,49230,0
分会场A,13:41:00,49260,0
分会场A,13:41:30,49290,0
分会场A,13:42:00,49320,0
分会场A,13:42:30,49350,0
分会场A,13:43:00,49380,0
分会场A,13:43:30,49410,0
分会场A,13:44:00,49440,0
分会场A,13:44:30,49470,0
分会场A,13:45:00,49500,0
分会场A,13:45:30,49530,0
分会场A,13:46:00,49560,0
分会场A,13:46:30,49590,0
分会场A,13:47:00,49620,0
分会场A,13:47:30,49650,0
分会场A,13:48:00,49680,0
分会场A,13:48:30,49710,0
分会场A,13:49:00,49740,0
分会场A,13:49:30,49770,0
分会场A,13:50:00,49800,0
分会场A,13:50:30,49830,0
分会场A,13:51:00,49860,0
分会场A,13:51:30,49890,0
分会场A,13:52:00,49920,0
分会场A,13:52:30,49950,0
分会场A,13:53:00,49980,0
分会场A,13:53:30,50010,0
分会场A,13:54:00,50040,1
分会场A,13:54:30,50070,2
分会场A,13:55:00,50100,2
分会场A,13:55:30,50130,2
分会场A,13:56:00,50160,2
分会场A,13:56:30,50190,2
分会场A,13:57:00,50220,2
分会场A,13:57:30,50250,2
分会场A,13:58:00,50280,2
分会场A,13:58:30,50310,2
分会场A,13:59:00,50340,2
分会场A,13:59:30,50370,2
分会场A,14:00:00,50400,12
分会场A,14:00:30,50430,37
分会场A,14:01:00,50460,58
分会场A,14:01:30,50490,83
分会场A,14:02:00,50520,101
分会场A,14:02:30,50550,118
分会场A,14:03:00,50580,135
分会场A,14:03:30,50610,150
分会场A,14:04:00,50640,171
分会场A,14:04:30,50670,193
分会场A,14:05:00,50700,212
分会场A,14:05:30,50730,227
分会场A,14:06:00,50760,241
分会场A,14:06:30,50790,256
分会场A,14:07:00,50820,270
分会场A,14:07:30,50850,278
分会场A,14:08:00,50880,284
分会场A,14:08:30,50910,288
分会场A,14:09:00,50940,292
分会场A,14:09:30,50970,294
分会场A,14:10:00,51000,297
分会场A,14:10:30,51030,298
分会场A,14:11:00,51060,299
分会场A,14:11:30,51090,300
分会场A,14:12:00,51120,300
分会场A,14:12:30,51150,302
分会场A,14:13:00,51180,302
分会场A,14:13:30,51210,302
分会场A,14:14:00,51240,302
分会场A,14:14:30,51270,302
分会场A,14:15:00,51300,302
分会场A,14:15:30,51330,302
分会场A,14:16:00,51360,302
分会场A,14:16:30,51390,302
分会场A,14:17:00,51420,302
